id;lugar;frecuencia;agradable;3 La iluminacion le permite:;4 La calidad de la iluminacion;5 Identificar�a situaci�n de peligro?;6 Las caracteristicas de la zona:;7a Ser Vista;7b Ser Escuchada;8 Cantidad de personas le generan:;9 Zona segura si hay presencia de:;10 Los andenes le permiten:;11 Calidad de andenes le genera:;12 Medio de transporte que utiliza;13 Que sensaci�n experimenta en TP?;14 Tiempo entre paradero y su casa;15a Demasiadas personas dentro del TP;15b Muy pocas personas dentro del TP;15c Ventas informales en el TP;15d Caminata hacia el paradero;15e Condiciones de espera del TP;15f Alg�n desconocido quiere hablar;15g Viajar sola, sin compa��a;15h Viajar con ni�@ o ancian@;15i Viajar de noche;16 Hora que considera insegura;16a Hora militar;17a Primera Opci�n;17b Segunda Opci�n;17c Tercera Opci�n;18b Hombres;18a Mujeres;18c Ni�as y Ni�os;Personas;D1 Edad;D2 Actividad Principal;D3 Escolaridad;D4 Autoreconocimineto;D5 Discapacidad;D6 Identidad de g�nero;D7 Orientaci�n sexual;D8 Localidad;D9 Estrato
7332;44;3;3;2;2;3;5;2;2;5;3;1;4;4;1;2;2;1;1;1;1;1;2;1;1;3;88;2;3;99;1;1;2;3;33;1;8;6;8;2;1;21;2
7333;44;1;3;1;4;3;1;2;2;8;4;1;8;1;2;2;1;1;2;1;1;1;2;2;1;1;18:00;2;4;99;1;1;1;3;29;1;9;6;8;2;1;16;99
7334;44;1;3;1;2;3;2;2;1;7;3;2;1;5;1;6;88;88;88;88;88;88;88;88;88;1;21:00;3;4;99;1;1;2;3;27;1;6;6;8;2;1;3;2
7335;44;1;2;3;2;1;7;1;1;1;3;1;4;1;1;2;2;1;1;1;2;1;2;1;1;1;22:00;2;4;99;1;1;2;3;23;1;6;6;8;2;1;5;1
7336;44;1;4;3;1;3;3;1;1;7;3;2;2;10;1;6;88;88;88;88;88;88;88;88;88;1;19:00;10;99;99;1;1;3;2;24;1;5;6;8;2;1;18;2
7337;44;1;3;1;1;2;3;2;2;1;3;1;4;5;2;6;88;88;88;88;88;88;88;88;88;1;22:00;4;99;99;2;1;2;3;50;5;5;6;8;2;1;21;3
7338;44;1;3;1;4;3;3;2;2;1;3;1;4;5;2;6;88;88;88;88;88;88;88;88;88;1;22:00;4;99;99;2;1;2;3;30;5;6;6;8;2;1;21;3
7339;44;1;3;2;2;1;3;1;1;1;3;2;2;7;1;6;88;88;88;88;88;88;88;88;88;3;88;4;99;99;2;1;3;2;47;4;6;7;8;2;1;8;3
7340;44;2;2;3;1;1;2;2;2;3;4;2;1;6;1;6;88;88;88;88;88;88;88;88;88;1;22:00;2;4;99;1;1;3;2;22;1;6;5;8;2;1;18;2
7341;44;3;3;2;1;3;3;2;1;6;3;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;19:00;6;7;99;2;1;2;3;25;3;7;6;8;2;1;18;2
7342;44;2;3;4;4;3;5;2;2;4;4;2;2;6;1;6;88;88;88;88;88;88;88;88;88;1;21:00;2;4;99;2;1;3;2;20;2;5;6;8;2;1;21;3
7343;44;2;3;3;1;2;3;1;1;1;1;1;4;7;1;6;88;88;88;88;88;88;88;88;88;1;22:00;2;4;99;2;1;3;2;33;4;6;6;8;2;1;16;3
7344;44;3;4;2;2;3;6;1;1;6;1;2;1;10;1;6;88;88;88;88;88;88;88;88;88;1;18:00;10;99;99;2;2;2;1;24;3;7;6;8;2;1;7;2
7345;44;1;4;1;4;3;5;2;2;8;1;2;2;4;4;2;2;1;2;1;1;1;1;1;1;1;22:00;10;99;99;2;1;2;3;20;2;7;7;8;2;1;9;2
7346;44;2;3;2;2;2;3;1;2;4;3;2;2;10;1;6;88;88;88;88;88;88;88;88;88;1;21:00;2;8;10;1;1;2;3;20;1;6;6;8;2;1;3;1
7347;44;3;4;3;3;3;3;2;2;4;3;2;2;6;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;2;1;3;2;48;1;9;6;8;2;1;4;2
7348;44;1;2;2;4;3;4;1;2;1;3;2;2;5;2;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;2;1;3;2;35;1;5;6;8;2;1;7;2
7349;44;3;2;1;4;3;2;2;2;4;3;2;1;13;4;6;88;88;88;88;88;88;88;88;88;1;23:00;1;9;99;2;1;2;3;29;5;6;6;8;2;1;7;2
7350;44;1;4;3;2;1;6;2;2;3;3;1;4;7;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;2;1;2;3;38;1;7;6;8;2;1;10;3
7351;44;2;2;3;2;1;2;1;1;2;3;2;2;12;2;1;1;1;1;1;1;1;1;1;1;3;88;2;4;99;2;2;2;1;38;1;5;6;8;2;1;5;1
7352;44;1;3;1;2;1;1;1;1;1;4;1;3;7;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;1;1;1;3;75;5;6;7;8;2;1;19;3
7353;44;1;3;1;2;3;1;1;1;1;4;1;3;7;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;1;1;1;3;50;6;3;7;8;2;1;18;3
7354;44;2;3;3;2;3;3;1;1;1;3;1;3;3;2;2;1;1;1;1;1;1;1;1;1;1;18:00;3;99;99;1;1;2;3;64;6;3;6;4;2;1;8;3
7355;44;2;3;4;3;3;3;1;2;8;1;2;1;4;2;2;2;1;2;1;1;1;1;1;1;3;88;3;99;99;1;2;3;1;19;2;7;6;8;2;1;14;3
7356;44;2;3;4;3;3;3;1;2;8;2;2;1;4;2;4;2;1;2;1;1;1;1;1;1;3;88;3;99;99;1;2;3;1;19;2;7;6;8;2;1;21;1
7357;44;2;4;1;4;2;3;1;2;4;3;2;3;7;1;6;88;88;88;88;88;88;88;88;88;1;22:00;3;99;99;2;2;2;1;21;3;7;7;8;2;1;18;2
7358;44;3;2;1;3;3;6;1;2;1;3;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;23:00;2;4;99;2;1;3;2;22;3;7;7;8;2;1;19;1
7359;44;2;4;1;4;3;3;2;2;4;1;2;2;4;1;3;1;2;2;1;1;1;1;1;1;1;21:30;3;99;99;2;1;3;2;59;1;7;7;8;2;1;21;1
7360;44;3;3;4;4;3;3;2;2;4;3;2;2;6;1;6;88;88;88;88;88;88;88;88;88;3;88;1;99;99;2;2;2;1;19;1;99;7;8;2;1;21;99
7361;44;1;3;3;2;3;6;2;2;4;3;2;1;5;1;3;1;2;2;2;1;1;1;1;1;3;88;1;99;99;1;1;1;3;31;3;7;7;8;2;1;8;2
7362;44;1;3;3;2;3;6;2;2;4;3;2;1;4;1;2;1;1;1;1;1;1;1;1;1;3;88;1;99;99;2;2;2;1;22;3;9;7;8;99;99;99;99
7363;44;2;2;3;2;3;3;1;1;3;3;2;1;6;1;1;1;1;1;1;1;2;1;1;1;3;88;1;99;99;1;1;1;3;36;3;7;7;8;2;1;7;2
7364;44;1;3;3;2;2;3;1;2;5;1;2;1;6;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;99;1;1;1;3;18;1;5;6;8;2;3;18;2
7365;44;3;3;2;3;3;3;1;1;4;3;2;1;5;1;6;88;88;88;88;88;88;88;88;88;1;18:00;2;4;8;2;1;3;2;49;1;3;7;8;2;1;21;2
7366;44;1;3;2;3;2;3;2;2;5;1;2;1;6;1;6;88;88;88;88;88;88;88;88;88;3;88;1;99;99;1;1;1;3;18;5;4;7;8;2;3;18;99
7367;44;3;4;1;6;3;3;2;2;5;4;3;88;6;1;1;1;1;1;1;1;1;1;1;1;1;5:00;2;99;99;1;1;2;3;72;5;8;7;4;2;1;16;3
7368;44;3;3;2;6;2;5;1;1;1;1;3;88;1;2;3;1;2;1;2;1;2;2;1;1;3;88;2;99;99;1;1;1;3;38;1;8;7;8;2;1;10;3
7369;44;1;2;2;6;4;6;2;2;7;3;2;1;12;1;1;1;1;2;1;2;1;1;1;1;1;18:00;3;99;99;1;1;2;3;62;1;6;7;8;2;1;4;3
7370;44;1;3;1;4;3;5;2;2;6;3;3;88;4;12;2;1;1;1;2;1;1;1;1;1;1;4:00;4;99;99;1;1;2;3;41;1;4;7;8;2;1;4;2
7371;44;3;4;1;6;3;3;2;2;6;3;1;6;3;3;2;1;1;2;1;2;1;1;1;1;1;21:00;2;4;99;2;1;3;2;22;2;7;7;8;2;1;7;2
7372;44;3;4;1;5;3;3;2;2;6;3;1;6;1;3;2;1;1;2;1;2;1;1;2;1;1;22:00;2;4;99;2;1;3;2;20;3;7;7;8;2;1;5;2
7373;44;1;3;1;3;3;3;2;2;1;3;1;4;4;1;2;2;1;2;2;2;2;1;1;1;1;18:00;3;99;99;1;1;2;3;27;1;6;5;8;2;1;7;3
7374;44;1;3;1;4;3;5;2;2;7;3;2;7;4;12;1;2;1;1;2;1;1;1;1;1;3;88;2;99;99;1;1;2;3;35;1;5;5;8;2;1;4;2
7375;44;3;3;1;6;3;6;2;2;7;3;3;88;1;2;3;1;2;1;2;1;1;2;1;1;1;20:00;2;99;99;1;2;2;2;20;2;7;7;8;2;1;1;2
7376;44;1;3;1;5;3;3;2;1;5;3;1;4;4;13;3;1;1;1;1;1;1;1;1;1;3;88;2;4;99;1;1;1;3;30;1;9;7;8;2;1;4;2
7377;44;2;4;1;5;4;3;2;2;6;4;2;2;1;12;3;1;1;2;1;1;1;1;1;1;3;88;3;99;99;1;1;1;3;15;2;4;7;8;2;1;19;2
7378;44;2;4;1;5;4;3;2;2;6;4;1;7;1;12;1;1;1;1;1;1;1;1;1;1;3;88;3;99;99;1;1;2;3;15;2;4;7;8;2;3;19;2
7379;44;2;3;1;4;2;5;2;2;6;3;1;7;3;11;1;1;1;2;1;1;1;1;1;1;1;18:00;3;99;99;1;1;2;3;17;2;4;7;8;2;2;1;5
7380;44;2;3;1;4;2;5;2;2;6;3;1;2;1;1;3;1;1;2;1;1;1;1;1;1;3;88;2;99;99;1;1;2;3;17;2;4;7;8;2;1;16;3
7381;44;1;2;2;6;3;3;2;2;7;3;1;3;4;1;2;1;1;1;2;1;1;1;1;1;1;23:00;2;99;99;1;1;2;3;42;1;5;7;8;2;1;18;2
7382;44;1;3;1;5;3;3;2;2;7;3;1;7;4;12;2;2;1;1;1;1;1;2;1;1;3;88;2;3;4;1;1;1;3;29;1;8;7;8;2;1;18;3
7383;44;1;3;2;1;2;3;1;1;4;3;2;2;4;12;1;2;1;1;2;1;1;1;1;1;1;20:00;7;10;99;1;1;2;3;43;1;5;7;8;2;1;16;3
7384;44;1;4;1;4;3;3;2;2;5;3;1;7;1;2;4;1;1;1;2;1;1;2;1;1;1;22:00;3;99;99;1;1;1;3;36;1;6;7;8;2;1;10;3
7385;44;1;4;4;6;2;5;2;2;1;3;2;6;1;1;4;1;1;1;2;2;1;2;1;1;3;88;3;99;99;2;1;2;3;71;5;3;7;8;2;1;6;3
7386;44;1;4;1;6;2;5;2;2;1;3;1;6;1;1;4;1;1;2;2;2;1;2;1;1;1;18:00;3;99;99;2;1;1;3;53;1;5;7;8;2;1;6;3
7387;44;3;4;1;6;3;3;2;2;7;3;2;1;1;1;3;1;1;2;1;2;1;2;2;1;3;88;3;99;99;1;1;2;3;19;3;5;7;8;2;1;18;2
7388;44;3;3;2;2;2;3;1;1;1;3;1;6;3;1;1;1;1;1;1;2;1;1;2;1;1;21:00;3;99;99;1;1;2;3;26;1;8;7;8;2;1;8;3
7389;44;2;2;2;1;2;5;1;1;1;3;1;2;4;12;1;1;1;2;1;1;1;2;1;1;3;88;2;3;99;2;1;2;3;31;1;6;7;8;2;1;18;3
7390;44;3;2;1;5;1;1;1;1;1;3;3;88;1;3;1;1;1;2;1;1;1;1;1;1;3;88;4;99;99;1;1;1;3;25;3;7;2;8;2;1;18;2
7391;44;3;2;1;6;1;2;1;1;6;3;3;88;1;2;2;1;1;2;1;1;1;1;1;1;1;18:00;4;99;99;1;1;2;3;17;2;6;7;8;2;1;18;3
7392;44;2;4;1;4;3;5;2;2;6;3;1;6;3;2;1;1;1;1;1;1;1;1;2;1;1;20:00;3;99;99;1;2;2;2;21;2;8;7;8;2;1;7;3
7393;44;1;4;1;6;3;5;2;2;1;3;2;5;4;3;3;2;1;2;1;2;1;1;1;1;1;18:00;3;99;99;1;1;2;3;45;1;5;7;8;2;1;7;3
7394;44;1;2;2;2;1;3;1;1;1;3;3;88;3;12;1;1;1;1;2;2;1;1;1;1;1;20:00;3;99;99;1;1;2;3;32;1;6;7;8;2;1;8;2
7395;44;2;4;2;6;3;5;2;2;6;3;3;88;9;11;2;1;1;2;1;1;1;2;1;1;3;88;2;99;99;1;1;1;3;27;1;7;7;8;2;1;18;2
7396;44;2;2;1;2;1;1;1;1;1;4;2;1;1;1;3;2;1;2;2;1;1;2;1;2;3;88;3;99;99;1;1;2;3;23;2;7;2;8;2;1;11;2
7397;44;1;3;2;6;3;5;2;2;2;3;3;88;1;12;1;1;1;1;2;2;1;2;1;1;3;88;4;99;99;1;1;2;3;30;1;6;5;8;2;1;5;2
7398;44;2;4;1;4;3;5;2;2;4;2;3;88;1;12;1;2;1;2;1;1;1;1;2;1;1;21:00;3;99;99;1;1;3;2;19;3;7;7;8;2;1;4;2
7399;44;3;2;1;3;1;6;1;1;5;3;2;7;1;2;1;1;2;1;2;1;1;2;1;1;3;88;2;99;99;1;1;3;2;21;3;6;7;8;2;1;6;2
7400;44;2;2;1;3;3;5;2;2;6;3;3;88;1;11;1;1;1;1;2;1;1;1;1;1;1;23:00;2;99;99;1;1;2;3;37;1;5;7;8;2;1;18;2
7401;44;2;2;1;6;3;5;2;2;6;3;1;6;3;12;2;1;1;2;1;1;1;2;1;1;1;21:00;3;99;99;1;1;2;3;51;7;6;7;8;2;1;16;3
7402;44;2;2;1;6;3;5;2;2;4;1;3;88;3;11;1;1;1;1;2;1;1;1;1;1;1;17:00;3;99;99;1;1;2;3;19;1;5;7;8;2;2;7;2
7403;44;3;3;1;5;4;3;2;2;7;3;1;7;12;11;1;1;2;1;1;2;1;1;1;1;3;88;7;99;99;1;1;2;3;37;1;5;7;8;2;1;18;3
7404;44;3;4;1;5;3;5;2;2;5;4;2;7;3;2;2;2;1;1;1;1;1;1;1;1;1;21:00;5;99;99;1;1;3;2;20;3;7;7;8;2;1;8;3
7405;44;3;4;1;5;3;5;2;2;6;4;1;5;3;2;1;2;1;1;1;2;1;1;1;1;1;20:00;4;99;99;1;1;3;2;21;3;7;7;8;2;1;7;2
7406;44;1;2;2;3;1;5;1;1;7;3;2;1;3;1;2;1;1;2;1;2;1;1;1;1;1;18:00;4;99;99;1;1;2;3;20;1;5;7;8;2;1;4;2
7407;176;3;2;2;1;2;3;1;1;1;4;2;1;2;10;3;2;1;1;2;2;2;1;1;1;3;88;10;99;99;1;1;1;3;42;1;5;7;8;2;1;19;1
7408;176;3;3;1;4;1;1;1;2;6;1;2;1;2;3;3;1;2;1;1;2;1;1;2;2;1;21:00;6;99;99;1;1;2;3;30;4;4;6;8;2;1;19;1
7409;176;2;2;2;6;3;6;2;2;1;3;2;7;4;3;2;2;2;1;1;1;1;1;1;1;1;21:00;6;99;99;1;1;2;3;19;1;5;7;8;2;1;19;1
7410;176;1;3;2;1;1;1;2;2;7;4;2;1;3;2;2;1;2;1;1;2;1;2;2;2;1;23:00;2;99;99;1;1;2;3;26;1;5;6;8;2;1;19;1
7411;176;3;2;1;4;3;1;1;1;1;4;2;2;2;1;2;2;2;2;1;2;1;2;2;2;1;24:00;3;99;99;1;1;2;3;20;1;6;7;8;2;1;19;1
7412;176;3;2;2;5;2;1;1;1;1;3;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;21:00;1;6;99;1;1;2;3;28;1;4;7;8;2;1;19;1
7413;176;3;2;2;6;2;1;1;1;1;3;2;7;2;1;3;2;2;2;2;2;2;2;2;2;3;88;2;99;99;1;1;2;3;41;1;5;5;8;2;1;19;1
7414;176;2;2;2;1;4;4;2;2;3;3;3;88;1;3;2;2;2;1;1;1;1;1;1;1;1;20:00;2;99;99;1;2;1;3;56;1;4;7;8;2;1;19;1
7415;176;3;2;3;1;1;4;1;1;1;3;2;4;2;3;2;2;2;1;2;2;1;2;2;2;1;21:00;1;99;99;1;1;2;3;51;1;5;6;8;2;1;19;1
7416;176;2;2;2;6;2;1;1;1;7;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;22:00;2;6;99;1;1;2;3;27;1;4;7;8;2;1;19;2
7417;176;2;3;2;3;2;6;1;2;5;4;2;1;2;1;2;1;1;2;1;1;1;1;1;1;3;88;10;99;99;2;1;2;3;42;1;5;7;8;2;1;19;1
7418;176;3;3;1;4;1;1;2;2;6;1;2;1;2;4;3;1;2;1;1;2;1;2;2;2;1;21:00;6;99;99;1;1;2;3;54;4;4;6;8;2;1;19;1
7419;176;3;2;1;6;3;1;1;1;1;4;1;1;2;1;3;2;2;2;2;2;2;2;2;2;3;88;1;99;99;2;1;2;3;46;1;4;6;8;2;1;19;1
7420;176;3;3;2;3;3;5;2;2;6;1;1;3;2;1;3;2;1;1;1;2;1;1;1;1;1;20:00;3;99;99;1;1;1;3;39;1;5;7;8;2;1;19;1
7421;176;3;2;2;1;1;1;1;1;1;3;2;1;1;2;3;2;2;2;2;2;2;2;1;2;1;24:00;1;99;99;1;1;1;3;49;1;2;6;8;2;1;19;1
7422;176;3;3;1;3;4;5;2;2;6;3;1;5;2;1;3;1;1;2;1;1;1;1;1;1;1;22:00;3;99;99;1;1;2;3;59;1;3;6;8;2;1;19;99
7423;176;3;2;2;6;3;6;1;1;7;1;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;22:00;6;99;99;1;1;1;3;44;1;3;7;8;2;1;19;1
7424;176;2;2;2;1;1;2;1;1;1;3;2;1;3;4;2;2;1;1;1;1;1;1;1;1;3;88;5;99;99;1;1;1;3;25;1;5;6;8;2;1;19;1
7425;176;1;2;2;1;2;1;1;1;1;2;2;1;1;2;3;2;2;2;1;2;1;2;2;2;3;88;10;99;99;1;1;2;3;38;1;4;6;8;2;1;19;1
7426;176;2;2;2;1;2;2;1;1;1;3;2;1;1;4;2;1;2;1;2;2;1;2;1;2;1;20:00;2;99;99;1;1;2;3;32;1;5;6;8;2;1;19;1
7427;176;2;4;2;2;2;2;2;2;3;3;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;99;3;99;99;1;1;2;3;25;1;3;7;8;2;1;19;1
7428;176;2;2;2;2;1;2;2;2;3;2;2;3;1;3;2;1;1;1;1;1;1;1;1;1;3;88;4;99;99;1;1;2;3;39;1;5;7;8;2;1;19;1
7429;176;2;2;2;2;2;3;1;1;2;3;1;3;1;5;2;1;1;1;1;1;1;1;1;2;1;23:00;4;99;99;1;1;2;3;20;1;8;7;8;2;1;19;1
7430;176;2;2;2;2;2;2;2;2;3;4;1;2;1;4;2;1;1;1;1;1;1;1;1;1;3;88;2;99;99;1;1;2;3;20;1;5;7;8;2;1;19;1
7431;176;2;2;2;2;2;2;2;2;2;3;1;1;3;4;2;1;1;1;1;1;1;1;1;1;3;88;3;99;99;1;2;1;3;52;1;4;7;8;2;1;19;1
7432;176;2;1;2;3;2;2;1;1;3;1;1;2;2;3;2;1;1;1;1;1;1;1;1;2;3;88;3;4;99;1;1;1;3;26;1;9;6;8;2;1;19;1
7433;176;2;2;3;2;2;5;2;2;6;3;2;6;1;5;2;2;2;1;1;2;2;2;2;1;1;20:00;3;99;99;1;1;2;3;57;1;4;7;8;2;1;19;1
7434;176;2;2;2;2;2;2;1;1;4;3;1;5;2;1;2;1;1;1;1;1;1;1;1;1;1;23:00;3;99;99;1;1;2;3;23;1;5;7;8;2;1;19;1
7435;176;2;2;2;2;2;2;1;1;5;1;1;2;1;5;2;1;2;1;1;1;1;1;1;1;1;20:30;3;99;99;1;1;2;3;35;1;4;7;8;2;1;19;1
7436;176;2;2;1;2;2;2;1;1;3;3;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;19:00;3;99;99;1;1;2;3;16;2;4;7;8;2;1;19;1
7437;176;2;2;2;2;2;2;2;2;3;3;1;3;1;3;2;1;2;1;1;1;1;1;1;1;1;22:00;3;99;99;1;1;2;3;21;1;5;7;8;2;1;19;1
7438;176;2;2;2;2;3;3;2;2;3;3;2;2;1;3;2;1;1;2;1;1;1;2;1;2;3;88;3;99;99;1;1;2;3;50;1;3;7;8;2;1;19;1
7439;176;2;2;1;2;2;2;2;2;3;3;2;2;3;3;2;2;2;1;1;1;1;2;1;1;1;22:00;3;99;99;1;1;2;3;18;2;6;6;8;2;1;19;1
7440;176;1;2;2;2;1;1;1;1;3;3;2;2;3;1;2;1;2;1;1;2;1;1;1;1;1;19:00;1;99;99;1;1;2;3;16;2;6;6;8;2;1;19;2
7441;176;2;4;2;2;2;2;2;2;3;3;1;4;1;5;3;1;2;1;1;1;1;1;1;1;3;88;9;99;99;1;1;2;3;23;1;6;7;8;2;1;19;1
7442;176;2;2;3;3;2;3;2;2;3;3;1;5;1;12;2;1;1;2;1;1;1;1;1;1;3;88;2;3;99;1;1;2;3;23;3;6;7;8;2;1;19;1
7443;176;2;2;2;2;2;1;1;1;3;3;2;4;1;2;4;1;1;1;1;1;1;1;1;1;1;21:00;3;99;99;1;1;2;3;42;1;6;7;8;2;1;19;1
7444;176;2;2;2;3;2;5;2;2;4;4;1;6;1;3;3;1;1;1;1;1;1;1;2;1;1;20:00;6;99;99;2;1;2;3;21;1;6;7;8;2;1;19;1
7445;176;2;2;3;1;2;3;1;1;3;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;23:00;6;99;99;1;1;2;3;20;3;5;6;8;2;1;19;1
7446;176;1;3;3;3;2;5;2;2;1;3;1;5;1;2;3;1;1;1;1;1;1;1;1;1;1;21:00;6;99;99;1;1;2;3;22;3;7;7;8;2;1;19;1
7447;176;3;2;3;1;2;1;2;1;1;3;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;21:00;3;99;99;1;1;2;3;34;3;7;6;8;2;1;19;1
7448;176;2;2;3;1;3;4;2;2;7;1;2;2;2;1;2;1;2;1;1;1;1;1;2;1;1;17:00;1;99;99;1;2;2;2;47;1;3;7;8;2;1;19;1
7449;176;2;3;3;1;3;1;1;1;1;3;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1;23:00;3;99;99;2;1;2;3;35;1;5;7;8;2;1;19;1
7450;176;2;4;2;2;2;3;2;1;4;3;2;3;2;1;3;2;1;1;1;2;2;2;1;1;1;4:00;1;99;99;1;1;2;3;34;1;5;7;8;2;1;19;1
7451;176;3;3;3;1;2;2;2;1;1;3;2;2;3;13;1;2;1;2;2;2;1;1;2;1;1;19:00;3;99;99;1;2;3;1;18;1;5;6;8;2;1;19;1
7452;176;3;2;3;1;3;1;2;1;5;3;2;2;1;2;3;2;2;1;1;1;1;1;2;2;1;23:00;3;99;99;2;1;1;3;20;1;6;6;8;2;1;19;1
7453;176;2;2;3;2;2;1;2;2;4;3;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;21:00;3;99;99;2;1;2;3;30;1;4;6;8;2;1;19;1
7454;176;3;3;1;4;2;3;2;1;7;4;1;3;1;2;1;2;1;2;1;2;1;1;2;2;1;21:00;3;99;99;1;1;2;3;30;3;7;6;8;2;1;19;1
7455;176;3;3;1;4;2;3;2;2;4;1;2;2;1;2;3;2;1;2;1;1;1;1;2;1;1;19:00;3;99;99;2;1;2;3;21;1;5;6;8;2;1;19;2
7456;176;3;3;1;3;2;3;2;2;4;3;2;2;1;2;3;2;1;1;2;2;1;1;2;1;1;22:00;2;99;99;1;1;2;3;49;1;4;6;8;2;1;19;99
7457;176;3;2;2;2;2;4;2;2;4;4;2;2;2;1;2;1;1;2;2;1;1;1;2;1;1;20:00;2;3;99;2;1;2;3;17;2;7;7;8;2;1;19;1
7458;176;2;3;3;1;2;6;1;1;1;1;2;1;1;2;1;2;1;2;1;2;2;2;2;2;1;18:00;3;99;99;1;1;2;3;24;1;6;6;8;2;1;19;2
7459;176;3;3;2;2;3;3;1;2;4;4;2;1;1;2;1;1;2;1;2;2;1;1;1;1;3;88;3;99;99;1;1;2;3;21;3;7;7;8;2;1;19;1
7460;176;3;2;1;4;2;4;1;1;1;3;2;1;2;2;3;1;2;2;1;1;1;2;1;1;1;18:00;3;99;99;1;1;2;3;44;1;4;7;8;2;1;19;1
7461;176;2;2;3;1;2;3;1;1;1;3;2;1;1;3;1;2;2;2;1;2;1;1;1;1;1;17:00;3;99;99;1;1;2;3;37;1;5;7;8;2;1;19;1
7462;176;3;2;3;1;3;3;2;1;4;1;2;1;1;2;3;2;2;1;2;1;2;2;2;2;1;18:00;3;99;99;2;1;2;3;21;2;7;6;8;2;3;19;1
7463;176;2;2;3;1;3;1;1;1;1;1;1;4;1;2;3;2;1;1;2;2;1;1;1;1;1;18:00;3;99;99;2;1;2;3;58;1;3;6;8;2;1;19;1
7464;176;1;2;3;1;3;1;1;1;1;3;2;1;2;1;1;2;2;1;2;2;1;2;2;2;1;21:00;3;99;99;2;1;2;3;34;1;5;6;8;2;1;19;99
7465;176;3;2;3;1;1;6;1;1;1;3;2;1;1;11;1;2;1;2;2;2;2;1;1;1;1;22:00;3;4;99;2;1;2;3;35;1;8;7;8;2;1;19;2
7466;176;3;2;2;1;2;2;2;2;4;3;1;2;2;3;2;1;1;2;2;2;1;1;1;1;3;88;3;99;99;1;1;1;3;20;1;5;8;8;2;1;19;1
7467;176;1;3;3;2;2;2;1;1;2;3;2;2;2;1;1;1;1;1;1;1;1;2;1;1;1;18:00;3;99;99;1;1;2;3;36;1;6;7;8;2;1;19;1
7468;176;2;3;3;3;2;2;1;2;4;3;1;2;3;3;3;1;1;1;1;1;1;1;1;1;3;88;6;99;99;1;1;1;3;34;1;3;6;8;2;1;19;1
7469;176;3;3;2;1;2;4;1;2;1;3;2;2;1;2;2;1;2;1;2;2;1;1;2;1;1;22:00;6;99;99;1;1;1;3;32;1;2;7;8;2;1;19;1
7470;176;2;3;2;1;2;3;1;1;4;3;2;2;1;2;3;1;1;1;1;2;1;1;1;1;1;21:00;6;99;99;1;1;2;3;21;4;4;7;8;2;1;19;1
7471;176;3;3;2;3;2;5;1;2;1;3;2;5;1;12;2;1;1;1;1;1;1;1;1;1;3;88;2;4;99;1;2;3;1;18;2;5;7;8;2;1;19;1
7472;176;3;2;2;1;2;4;1;1;1;3;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;20:00;6;99;99;1;1;3;2;27;1;5;5;8;2;1;19;1
7473;176;3;3;3;1;4;1;1;1;1;3;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1;20:00;6;99;99;1;1;1;3;20;3;6;8;8;2;1;19;1
7474;176;3;3;2;1;3;2;1;1;7;3;2;2;1;1;3;1;1;1;1;1;2;2;2;1;1;23:00;6;99;99;1;1;2;3;57;1;4;6;8;2;1;19;1
7475;176;3;3;2;2;3;2;1;1;4;3;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;4:00;6;99;99;1;1;2;3;40;1;2;7;8;2;1;19;1
7476;176;2;2;1;2;3;1;2;2;4;4;1;2;1;3;2;2;1;2;1;1;1;1;1;1;1;21:00;6;99;99;2;2;2;1;15;1;4;7;8;2;1;19;1
7477;176;1;1;2;1;1;2;2;2;5;1;2;1;1;4;2;1;1;2;1;2;1;1;1;1;1;23:00;6;99;99;1;1;2;3;16;2;4;7;8;2;1;19;1
7478;176;3;2;3;2;3;5;2;2;5;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4:00;3;99;99;1;1;2;3;42;1;5;7;8;2;1;19;1
7479;176;2;1;2;1;4;3;2;2;4;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;4:30;3;99;99;1;1;2;3;45;1;4;7;8;2;1;19;1
7480;176;3;3;2;1;3;3;2;2;4;3;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;20:30;6;99;99;1;1;1;3;62;1;3;6;8;2;1;19;1
