id;lugar;frecuencia;agradable;3 La iluminacion le permite:;4 La calidad de la iluminacion;5 Identificar�a situaci�n de peligro?;6 Las caracteristicas de la zona:;7a Ser Vista;7b Ser Escuchada;8 Cantidad de personas le generan:;9 Zona segura si hay presencia de:;10 Los andenes le permiten:;11 Calidad de andenes le genera:;12 Medio de transporte que utiliza;13 Que sensaci�n experimenta en TP?;14 Tiempo entre paradero y su casa;15a Demasiadas personas dentro del TP;15b Muy pocas personas dentro del TP;15c Ventas informales en el TP;15d Caminata hacia el paradero;15e Condiciones de espera del TP;15f Alg�n desconocido quiere hablar;15g Viajar sola, sin compa��a;15h Viajar con ni�@ o ancian@;15i Viajar de noche;16 Hora que considera insegura;16a Hora militar;17a Primera Opci�n;17b Segunda Opci�n;17c Tercera Opci�n;18b Hombres;18a Mujeres;18c Ni�as y Ni�os;Personas;D1 Edad;D2 Actividad Principal;D3 Escolaridad;D4 Autoreconocimineto;D5 Discapacidad;D6 Identidad de g�nero;D7 Orientaci�n sexual;D8 Localidad;D9 Estrato
3399;93;3;2;3;1;3;3;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;2;1;1;22:00;10;99;99;2;1;1;3;31;5;5;6;8;2;1;12;99
3400;93;3;2;4;2;3;2;2;2;3;4;2;1;1;5;3;1;1;1;2;1;1;1;2;1;1;22:00;3;99;99;2;1;2;3;51;1;5;7;8;2;1;7;2
3401;93;1;4;2;3;3;3;2;2;3;3;1;3;1;4;3;1;1;1;1;1;1;1;1;1;3;88;3;10;99;1;1;2;3;54;1;3;7;8;2;1;7;2
3402;93;3;3;4;4;3;1;2;2;8;3;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;19:00;4;99;99;2;1;1;3;37;1;5;7;8;2;1;12;3
3403;93;2;3;3;1;3;3;2;2;1;3;1;4;12;1;6;88;88;88;88;88;88;88;88;88;1;20:00;3;6;99;1;1;2;3;29;1;4;7;8;2;1;12;3
3404;93;2;3;3;1;3;3;2;2;1;3;1;3;12;1;6;88;88;88;88;88;88;88;88;88;1;20:00;6;10;99;1;1;2;3;28;1;8;7;8;2;1;12;3
3405;93;2;3;2;1;3;4;2;2;3;3;2;1;1;2;1;1;1;2;2;1;1;1;1;1;3;88;6;99;99;2;1;2;3;24;1;6;7;8;2;1;7;2
3406;93;2;3;2;4;3;3;2;2;3;3;2;1;1;2;2;1;1;2;2;1;1;1;1;1;3;88;6;10;99;2;1;2;3;25;1;6;7;8;2;1;7;2
3407;93;1;2;3;1;1;1;2;2;1;3;2;1;1;2;2;1;1;1;2;2;1;1;2;1;1;18:00;8;10;99;2;2;3;1;35;5;5;7;8;2;1;21;2
3408;93;1;3;2;5;3;3;2;2;4;3;2;1;1;6;3;1;1;2;2;2;2;2;2;1;1;21:00;10;99;99;2;1;2;3;39;1;6;7;8;2;1;8;3
3409;93;1;3;3;5;4;5;2;2;1;3;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;20:00;6;99;99;1;1;2;3;56;1;6;7;8;2;1;1;4
3410;93;3;3;2;1;3;5;2;2;1;3;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;21:00;3;10;99;1;1;2;3;30;1;6;7;8;2;1;8;2
3411;93;2;2;2;2;2;2;2;2;2;4;2;2;1;4;2;1;1;1;1;1;1;1;1;2;1;22:00;4;10;99;2;2;2;1;28;1;5;7;8;1;1;12;3
3412;93;2;2;2;2;2;2;2;2;2;4;2;1;1;2;2;1;1;1;1;1;2;2;1;2;1;12:00;10;99;99;2;1;2;3;31;1;6;7;8;2;1;1;3
3413;93;3;2;3;5;3;2;1;2;1;1;2;2;1;1;2;2;2;1;2;2;1;2;2;2;2;88;3;99;99;2;1;3;2;26;1;5;7;8;2;1;7;2
3414;93;2;3;1;2;2;2;2;2;1;3;2;1;1;2;3;1;2;1;1;1;1;1;1;1;1;21:00;2;4;99;2;2;2;1;26;1;5;6;8;2;1;18;2
3415;93;2;3;2;1;2;3;2;2;1;3;2;1;1;2;2;1;2;1;1;1;1;1;1;1;3;88;2;4;99;2;1;2;3;28;1;5;6;8;2;1;8;3
3416;93;3;3;1;4;3;3;2;2;4;1;2;4;1;13;3;2;1;1;1;1;1;1;1;1;3;88;2;4;99;2;1;3;2;28;1;8;6;8;2;1;7;2
3417;93;3;3;1;2;3;2;2;2;4;1;1;4;1;5;3;1;2;1;1;1;1;1;1;1;3;88;8;99;99;1;1;3;2;27;3;8;6;8;2;1;21;2
3418;93;3;3;1;4;3;3;2;2;5;4;1;4;1;4;3;1;2;1;2;2;1;1;1;1;1;20:00;2;4;99;2;1;3;2;35;1;6;6;8;2;1;7;2
3419;93;3;3;1;5;3;3;2;2;7;3;2;1;9;4;6;88;88;88;88;88;88;88;88;88;1;20:00;9;99;99;1;1;3;2;38;1;5;6;8;2;1;12;4
3420;93;3;2;1;2;3;2;2;2;7;4;2;2;1;6;1;1;1;1;1;1;1;1;1;1;3;88;3;99;99;2;2;3;1;21;3;7;7;8;2;1;7;2
3421;93;3;3;2;4;3;3;2;2;4;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;3;88;1;99;99;2;1;3;2;57;1;4;6;8;2;1;12;3
3422;93;3;3;2;2;3;5;2;2;4;3;2;2;1;1;3;2;1;1;1;1;2;1;1;1;1;20:00;2;4;99;2;1;3;2;31;1;8;6;8;2;1;8;2
3423;93;3;3;2;2;3;3;2;2;5;3;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;20:00;8;99;99;2;1;3;2;22;3;7;7;8;2;1;10;3
3424;93;3;2;3;2;3;3;2;2;7;3;2;2;1;2;2;1;1;1;1;1;1;1;1;1;3;88;2;4;99;1;1;3;2;47;1;8;6;8;2;1;8;3
3425;93;3;3;1;4;3;3;2;2;2;3;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;19:00;1;99;99;1;1;3;2;53;1;5;7;8;2;1;6;2
3426;93;2;3;3;1;3;5;2;2;5;1;2;2;1;2;3;2;1;2;2;1;1;2;1;2;1;20:00;4;99;99;1;1;3;2;22;2;7;7;8;2;1;12;3
3427;93;2;2;1;4;3;6;2;2;1;1;2;2;10;10;6;88;88;88;88;88;88;88;88;88;1;23:00;10;99;99;1;1;3;2;23;3;7;6;8;2;3;10;3
3428;93;3;3;2;2;3;6;2;2;6;4;2;2;1;4;3;1;1;1;2;2;1;2;1;2;1;19:00;2;4;99;2;2;3;1;48;1;6;7;8;2;1;9;2
3429;93;3;3;1;4;3;6;2;2;7;3;2;1;1;3;3;2;1;1;1;1;1;1;1;1;3;88;2;4;6;2;1;3;2;24;1;6;7;8;2;1;12;99
3430;93;3;2;3;2;3;2;2;2;5;3;1;3;9;4;6;88;88;88;88;88;88;88;88;88;1;20:00;9;99;99;2;2;3;1;17;2;7;7;2;2;1;12;1
3431;93;2;2;1;4;3;6;2;1;1;3;2;2;1;3;1;1;2;2;2;1;1;1;1;1;1;22:00;2;4;99;2;2;2;1;17;3;7;7;8;2;1;12;99
3432;93;3;3;1;4;3;5;2;2;5;3;2;2;1;7;1;1;1;1;2;2;2;2;2;1;3;88;3;99;99;2;2;2;1;31;3;7;6;8;2;1;7;2
3433;93;3;2;2;6;3;6;2;2;7;3;2;1;1;2;4;1;1;1;2;2;2;1;1;1;3;88;2;3;99;1;1;3;2;55;1;3;7;8;2;1;8;2
3434;93;3;2;1;5;2;1;2;2;7;3;2;1;1;2;3;1;1;2;1;1;2;1;2;1;1;22:00;3;99;99;2;1;3;2;26;1;8;7;8;2;1;8;3
3435;93;3;2;1;4;1;6;2;2;7;3;2;6;1;11;4;1;1;2;1;1;1;1;2;1;1;19:00;3;99;99;2;1;3;2;47;1;6;7;8;2;1;11;2
3436;93;2;2;1;6;3;1;2;2;7;4;2;7;1;12;4;2;1;1;1;2;2;2;1;1;3;88;3;99;99;1;1;2;3;33;1;5;7;8;2;1;7;2
3437;93;3;2;1;1;2;5;2;2;1;3;1;6;1;11;3;1;1;1;1;1;1;1;1;1;1;21:00;3;99;99;1;1;2;3;32;1;4;7;8;2;1;8;1
3438;93;2;2;2;1;1;1;2;2;7;3;3;88;1;1;1;1;2;1;1;1;1;2;2;1;3;88;3;99;99;2;1;2;3;27;1;5;7;8;2;1;16;3
3439;93;3;2;1;1;3;5;2;2;1;3;3;88;1;2;4;1;1;1;1;2;1;2;1;1;1;18:00;3;99;99;1;1;2;3;59;1;4;7;8;2;1;7;3
3440;93;3;3;1;4;4;5;2;2;7;3;3;88;1;2;5;1;1;1;1;2;2;2;1;2;3;88;2;99;99;1;1;2;3;38;1;6;6;8;2;1;7;2
3441;93;2;2;1;6;1;6;2;2;1;3;2;7;1;1;2;1;2;2;1;2;1;1;2;1;3;88;2;99;99;1;1;2;3;56;1;6;7;8;2;1;11;3
3442;93;3;2;2;1;1;1;1;1;1;3;2;1;3;1;1;2;2;1;2;2;1;2;2;2;1;21:00;3;99;99;1;1;3;2;32;1;5;6;8;2;1;11;2
3443;93;3;3;1;1;3;5;2;2;4;3;1;4;1;11;4;1;1;1;1;2;1;1;1;1;3;88;3;99;99;2;1;2;3;38;1;5;6;8;2;1;7;2
3444;93;2;3;1;6;4;3;2;2;4;3;3;88;1;11;3;1;1;1;1;1;1;1;1;1;1;18:00;2;3;99;1;1;2;3;31;1;8;7;8;2;1;19;3
3445;93;1;3;1;6;1;4;2;2;1;3;1;1;1;12;1;1;2;1;1;2;1;1;1;1;3;88;3;99;99;1;1;2;3;43;1;5;7;8;2;1;6;2
3446;93;3;3;1;1;3;3;1;1;7;3;3;88;1;2;3;1;1;1;1;2;1;2;1;1;3;88;2;4;99;1;1;2;3;49;1;3;7;8;2;1;1;3
3447;93;3;3;1;1;3;3;2;2;4;3;2;5;1;4;5;2;1;1;1;1;1;1;1;1;1;18:00;2;99;99;1;1;2;3;27;1;6;7;8;2;1;8;3
3448;93;2;3;2;1;3;1;2;2;1;3;3;88;1;11;4;1;2;1;1;1;1;2;1;1;3;88;3;99;99;1;1;2;3;23;1;8;7;8;2;1;7;2
3449;93;2;3;2;1;3;1;2;2;1;3;3;88;1;2;3;1;2;1;1;1;1;2;1;1;3;88;3;99;99;1;1;2;3;24;1;5;7;8;2;1;7;2
3450;93;2;3;1;6;3;6;2;2;7;3;2;7;1;2;1;2;1;2;1;1;1;1;1;1;1;21:00;3;99;99;1;2;2;2;16;2;4;7;8;2;1;8;3
3451;93;2;4;1;4;4;3;2;2;6;3;3;88;1;11;3;1;1;1;1;1;1;1;1;1;3;88;2;99;99;1;1;2;3;25;3;8;7;8;2;1;11;3
3452;93;1;3;1;5;3;3;2;2;6;3;3;88;1;12;1;1;1;2;1;1;1;2;1;1;1;22:00;3;99;99;1;2;2;2;20;1;8;7;8;2;1;11;3
3453;93;1;3;1;5;3;3;2;2;5;3;3;88;1;2;4;1;1;2;1;1;1;2;1;1;1;20:00;3;99;99;1;2;2;2;19;2;7;7;8;2;1;10;2
3454;171;3;3;1;4;1;6;2;2;7;3;1;3;1;9;2;1;1;1;1;1;1;1;1;1;3;88;2;3;6;1;1;2;3;24;3;5;6;8;2;1;19;2
3455;171;1;4;1;3;1;3;2;2;5;3;1;2;4;2;3;1;2;2;1;1;1;2;1;1;1;19:00;1;2;3;1;1;2;3;28;5;4;6;8;2;1;21;1
3456;171;3;4;1;5;1;5;2;2;6;3;1;6;1;2;2;1;1;1;1;1;1;1;1;1;3;88;2;3;4;1;1;1;3;34;1;6;6;8;2;1;8;3
3457;171;3;4;1;3;1;3;2;2;4;3;1;3;3;3;2;1;1;1;1;1;1;1;1;1;1;20:00;1;2;4;1;1;2;3;40;1;9;6;8;2;1;8;3
3458;171;3;3;1;3;1;3;2;2;4;3;1;4;3;5;2;1;2;1;2;1;1;1;1;1;1;19:00;2;3;4;1;1;1;3;55;1;5;6;8;2;1;6;2
3459;171;3;3;1;5;1;5;2;2;3;3;2;2;1;6;3;1;1;1;1;1;1;1;1;1;1;21:00;2;3;4;1;2;3;1;19;2;7;6;8;2;1;5;1
3460;171;3;4;1;3;1;3;2;2;2;4;2;7;1;2;2;1;1;1;2;1;2;2;2;2;3;88;2;3;4;1;1;2;3;21;1;6;6;8;2;1;4;3
3461;171;3;4;2;3;1;3;2;2;3;3;2;2;1;9;1;1;1;1;1;1;1;2;2;2;1;22:00;3;4;6;1;1;3;2;31;1;6;6;8;2;1;8;3
3462;171;3;4;1;3;2;3;2;2;4;3;2;2;1;2;2;1;2;1;1;2;1;1;1;1;1;17:00;3;6;8;1;2;2;2;19;2;7;6;8;2;1;4;2
3463;171;2;4;1;4;1;3;1;1;7;4;2;7;1;2;3;1;1;2;2;1;2;1;1;1;1;21:00;1;3;10;1;1;2;3;32;1;5;6;8;2;1;4;2
3464;171;3;2;2;2;3;5;1;1;2;3;2;2;1;2;2;1;1;2;1;2;1;2;1;2;1;22:00;2;4;10;1;1;3;2;18;1;5;6;8;2;2;4;1
3465;171;3;3;1;3;1;5;2;2;4;1;2;2;1;6;3;1;2;1;1;1;1;1;1;1;1;20:00;2;3;10;1;1;2;3;44;1;5;6;8;2;1;4;1
3466;171;3;4;1;5;1;3;2;2;4;1;2;5;1;2;2;1;2;1;1;1;1;2;1;1;1;21:00;2;3;4;1;2;2;2;32;1;6;6;8;2;1;8;2
3467;171;3;3;1;3;1;5;2;2;6;3;2;2;1;2;1;2;1;2;1;1;1;2;1;1;1;21:00;2;3;10;1;2;2;2;34;1;8;6;8;2;1;21;3
3468;171;3;2;2;3;2;2;2;2;7;3;2;2;4;1;2;1;2;2;1;1;1;1;1;1;1;21:00;1;2;3;1;1;2;3;17;2;5;6;8;2;1;21;1
3469;171;2;3;4;4;2;5;2;2;6;3;1;4;1;2;3;1;2;2;1;1;1;1;2;1;3;88;6;99;99;1;1;2;3;25;3;6;7;8;2;1;7;2
3470;171;2;3;4;4;4;3;2;2;4;3;2;4;1;2;2;1;1;1;2;1;1;1;2;1;3;88;6;99;99;2;1;2;3;42;1;3;7;8;2;1;7;2
3471;171;3;3;4;3;4;3;2;2;6;3;2;3;1;2;5;1;2;2;2;1;1;1;2;1;3;88;6;99;99;2;1;2;3;23;1;6;7;8;2;1;7;2
3472;171;3;3;4;5;4;5;1;1;6;3;2;5;1;2;2;1;1;1;1;1;1;2;2;1;3;88;4;6;99;1;2;2;2;63;1;5;7;8;2;1;3;2
3473;171;3;4;4;4;3;3;2;2;5;3;1;3;1;2;3;1;2;2;1;2;1;1;1;1;3;88;7;99;99;1;2;2;2;38;1;3;7;8;2;1;9;3
3474;171;2;3;4;4;2;5;1;1;3;3;2;4;1;2;4;1;1;1;2;2;2;2;2;1;3;88;6;99;99;1;1;2;3;40;1;4;7;8;2;1;5;2
3475;171;3;3;4;3;1;3;1;1;4;3;1;5;1;2;2;1;1;1;1;1;1;1;1;1;3;88;10;99;99;2;1;2;3;42;1;6;7;8;2;1;8;2
3476;171;3;4;4;5;4;5;2;1;6;3;1;4;1;3;2;1;2;2;2;1;1;2;2;1;3;88;4;6;99;1;2;2;2;40;1;6;7;8;2;1;21;3
3477;171;3;4;4;3;4;3;2;2;4;3;2;7;1;2;4;1;1;1;2;2;1;2;2;1;3;88;6;99;99;1;1;2;3;43;1;6;6;8;2;1;9;3
3478;171;3;4;4;4;4;3;2;2;4;3;2;7;1;3;4;1;1;1;2;2;1;1;2;1;3;88;6;99;99;1;1;2;3;40;1;6;7;8;2;1;18;3
3479;171;3;4;4;4;2;3;1;2;5;3;2;4;1;2;3;1;1;2;2;2;1;1;2;1;3;88;4;6;99;1;1;2;3;48;1;7;7;8;2;1;8;2
3480;171;3;4;4;4;2;3;2;2;5;3;2;4;1;2;3;1;1;2;1;1;1;2;1;1;3;88;4;99;99;1;2;2;2;23;1;6;7;8;2;1;18;3
3481;171;3;3;2;4;4;3;2;2;4;3;1;4;1;2;3;1;1;1;2;2;2;2;2;1;3;88;2;99;99;1;2;2;2;46;1;6;7;8;2;1;11;3
3482;171;1;4;4;2;4;5;1;1;2;3;1;2;1;2;2;1;1;1;1;1;1;2;1;1;3;88;4;6;10;1;2;3;1;45;1;8;7;8;2;1;18;2
3483;171;2;3;4;4;2;3;2;2;5;3;1;6;1;2;5;1;2;2;1;1;1;1;2;2;3;88;4;99;99;1;1;2;3;33;1;5;7;8;2;1;5;1
3484;171;2;4;4;3;2;3;2;2;4;3;1;6;1;2;5;1;1;2;2;2;1;1;2;1;3;88;4;99;99;1;1;2;3;24;1;3;7;8;2;1;5;1
3485;171;3;3;4;5;2;5;2;2;4;3;2;3;1;2;5;1;2;2;1;1;2;2;2;1;3;88;8;99;99;1;1;2;3;42;1;7;7;8;2;1;3;2
3486;171;3;3;4;5;2;3;2;1;4;3;1;3;1;2;2;1;1;1;1;2;1;1;2;1;3;88;6;99;99;1;1;1;3;63;5;3;7;8;2;1;4;3
3487;171;3;3;1;3;3;5;1;2;6;3;1;6;1;2;2;1;1;1;2;2;1;2;1;1;1;21:00;10;99;99;1;2;2;2;44;1;6;7;8;2;1;3;2
3488;171;3;3;1;4;3;5;2;2;5;3;1;4;1;2;2;1;1;1;1;1;1;1;1;1;1;21:00;6;99;99;1;2;2;2;23;1;6;5;8;2;1;12;3
3489;171;3;3;1;4;3;5;2;2;4;3;2;5;1;2;2;1;1;1;1;1;1;1;1;1;1;21:00;6;99;99;1;2;3;1;20;1;6;7;8;1;1;8;2
3490;171;3;3;1;3;3;5;2;1;4;3;2;1;1;2;2;1;2;2;1;1;1;2;1;1;1;19:00;10;99;99;1;1;2;3;31;1;5;8;8;2;1;3;2
3491;171;3;4;2;4;3;3;2;2;4;1;2;1;1;3;1;1;1;2;1;1;1;1;1;1;1;19:30;6;10;99;1;1;2;3;27;1;6;6;8;2;1;11;2
3492;171;3;3;1;4;3;3;1;2;1;3;1;6;1;1;3;1;1;1;2;1;1;2;2;1;1;20:00;10;99;99;1;1;2;3;18;3;6;7;8;2;1;5;2
3493;171;3;4;2;5;3;3;2;2;1;3;2;1;1;2;2;1;1;1;2;2;1;1;1;1;1;18:00;10;99;99;2;1;2;3;29;1;6;6;8;2;1;8;2
3494;171;2;3;3;3;3;5;2;2;4;3;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;21:00;6;7;99;1;1;2;3;33;1;6;7;8;2;1;19;2
3495;171;3;2;2;7;2;5;1;1;8;1;2;1;1;13;3;1;1;2;2;1;1;1;1;1;3;88;10;99;99;1;1;3;2;23;1;6;5;8;2;1;19;1
3496;171;3;3;1;4;3;5;2;2;4;3;2;1;1;2;2;1;1;1;1;1;1;1;1;1;3;88;5;10;99;1;1;2;3;36;1;6;7;8;2;1;16;3
3497;171;1;2;2;1;2;1;1;1;3;3;2;2;1;1;2;1;1;2;2;2;1;1;1;1;1;22:00;5;6;10;2;1;1;3;24;1;6;7;8;2;1;16;3
3498;171;2;4;2;3;3;3;1;1;4;3;1;7;1;2;1;1;1;2;2;1;1;1;1;1;1;22:30;2;4;99;2;2;3;1;36;3;7;6;8;2;1;16;3
3499;171;3;4;1;7;3;3;2;2;4;4;2;1;1;13;2;2;1;1;2;1;1;1;1;1;1;19:00;6;7;99;1;2;2;2;19;3;6;8;8;2;1;11;3
3500;171;3;4;1;7;3;5;2;1;4;4;2;1;1;13;3;1;2;1;2;1;1;1;1;1;1;20:00;6;7;99;1;1;2;3;18;1;6;6;8;2;1;11;3
3501;171;3;3;3;5;3;5;2;2;4;3;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;21:00;6;10;99;1;1;2;3;36;1;7;6;8;2;1;11;3
3502;171;3;3;1;3;2;3;1;2;1;3;2;1;1;3;3;2;1;1;1;1;1;1;2;1;1;20:00;10;99;99;1;1;3;2;23;1;8;7;8;2;1;11;4
3503;171;3;3;1;3;2;3;1;2;1;3;2;1;1;3;2;1;1;2;2;1;1;1;2;1;1;20:00;6;10;99;1;1;3;2;23;1;8;7;8;2;1;8;3
3504;171;2;3;3;5;3;6;2;2;7;3;2;1;1;2;3;1;1;1;1;1;1;1;1;1;3;88;5;6;99;1;1;2;3;27;3;6;7;8;2;1;5;2
3505;171;3;4;3;5;3;5;2;2;4;3;1;7;1;12;2;1;1;1;1;1;1;1;1;1;1;21:00;5;10;99;1;1;2;3;37;1;7;8;8;2;1;5;2
3506;171;1;3;1;5;1;3;2;2;5;2;2;3;1;1;2;1;1;1;1;1;1;1;1;1;3;88;3;99;99;2;1;3;2;29;3;7;7;8;2;1;7;2
3507;171;3;4;3;6;3;5;2;2;4;3;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;19:00;5;6;99;1;1;3;2;29;1;6;6;8;2;1;11;3
3508;171;2;2;2;1;2;1;1;1;8;1;2;1;1;2;3;2;2;2;2;2;2;2;1;2;1;22:00;10;99;99;1;2;3;1;35;1;4;6;8;2;1;4;2
3509;171;3;4;1;5;3;6;2;2;4;3;1;6;1;3;1;2;1;1;2;1;1;1;1;1;1;17:00;10;99;99;2;1;2;3;28;3;7;7;8;2;1;11;4
3510;171;3;3;3;5;3;5;2;2;4;3;1;4;1;2;2;1;1;1;1;1;1;1;1;1;3;88;6;10;99;1;1;2;3;36;1;6;6;8;2;1;4;2
3511;171;3;4;1;5;3;3;2;2;4;3;1;3;1;4;3;1;1;1;1;1;1;1;2;1;3;88;10;99;99;1;1;2;3;31;3;5;7;8;2;1;8;2
3512;171;3;3;2;5;3;3;2;2;5;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;3;88;6;10;99;1;1;2;3;30;3;6;7;8;2;1;8;2
3513;171;3;4;2;4;3;3;2;2;6;3;1;6;1;2;1;1;1;2;1;1;1;1;2;1;3;88;6;10;99;1;1;2;3;24;3;7;6;8;2;1;19;2
3514;171;3;3;3;6;3;5;2;2;5;3;2;7;1;2;3;1;1;2;1;1;1;2;1;1;1;20:00;6;10;99;1;1;2;3;24;3;7;8;8;2;1;11;3
3515;171;3;4;3;4;2;5;2;2;4;3;2;5;1;3;3;1;1;1;1;1;1;1;1;1;3;88;6;10;99;1;1;2;3;28;1;6;7;8;2;1;4;2
3516;171;3;3;3;5;3;5;2;2;6;3;2;2;1;9;2;1;1;2;1;2;1;1;1;1;3;88;5;10;99;1;1;2;3;24;1;6;6;8;2;1;11;3
3517;171;3;3;3;3;3;3;2;2;4;3;2;7;1;12;2;1;1;1;1;2;1;1;1;1;1;19:00;5;9;99;1;1;2;3;29;3;7;6;8;2;1;11;4
3518;171;3;4;2;4;3;5;2;2;5;3;1;4;1;4;2;2;1;1;1;1;1;1;1;1;3;88;6;99;99;1;1;2;3;24;3;7;7;8;2;1;11;2
3519;171;3;4;2;5;3;3;2;2;4;3;1;4;1;3;2;2;1;1;1;1;1;1;1;1;3;88;6;99;99;1;1;2;3;20;3;7;6;8;2;1;2;3
3520;171;3;3;2;4;3;5;2;2;5;3;1;4;1;3;2;2;1;1;1;1;1;1;1;1;3;88;6;7;99;1;1;2;3;20;2;7;6;8;2;1;18;2
3521;171;1;4;1;5;3;5;2;2;4;1;2;1;1;11;1;1;2;2;2;1;1;1;1;1;1;21:00;10;99;99;1;1;2;3;18;3;7;7;8;2;1;8;3
3522;171;3;3;1;5;3;5;2;2;4;3;1;7;1;11;2;1;1;1;1;1;1;1;1;1;1;17:00;7;10;99;1;1;2;3;36;1;8;6;8;2;2;16;3
3523;171;3;4;4;5;4;3;2;2;5;3;2;7;1;2;2;2;1;2;2;2;1;2;2;1;3;88;6;99;99;1;1;2;3;20;1;5;7;8;2;1;8;2
3524;171;3;4;1;6;4;3;2;2;6;3;1;6;1;2;1;1;2;2;2;2;2;2;2;2;3;88;2;99;99;1;1;1;3;39;1;8;7;8;2;1;3;2
3525;171;2;4;4;5;4;3;2;2;4;3;1;5;1;2;2;1;2;2;1;1;2;1;2;1;3;88;4;6;99;1;1;2;3;44;1;4;7;8;2;1;7;2
3526;171;3;4;4;3;4;3;2;2;5;3;2;5;1;2;2;2;1;1;1;1;1;1;2;1;3;88;8;99;99;1;2;2;2;33;3;6;7;8;2;1;7;2
3527;171;2;3;4;6;1;3;2;2;5;3;2;5;1;3;2;1;1;1;1;1;1;1;1;1;3;88;6;99;99;1;2;2;2;54;1;5;7;8;2;1;3;2
3528;171;2;4;4;3;4;3;2;2;5;3;2;3;1;2;3;1;1;1;2;1;2;1;2;1;3;88;6;99;99;1;2;2;2;38;1;5;7;8;2;1;9;3
3529;171;3;4;1;3;3;3;2;2;4;3;1;5;1;2;2;1;1;2;1;1;2;1;2;1;3;88;6;99;99;1;2;2;2;19;3;6;7;8;2;1;19;2
3530;171;3;3;4;3;4;4;2;2;6;3;2;4;1;2;2;1;2;2;1;1;2;1;2;1;3;88;4;99;99;1;2;2;2;45;1;5;7;8;2;1;6;2
3531;171;3;2;4;2;4;6;2;2;4;3;1;2;1;2;3;1;2;2;1;2;2;1;2;1;3;88;7;99;99;2;1;2;3;21;2;4;7;8;2;1;6;2
3532;171;1;4;4;4;2;3;2;2;6;3;2;3;1;2;4;1;1;2;1;1;2;1;1;1;3;88;4;99;99;1;1;1;3;17;1;5;7;8;2;1;16;4
3533;171;1;3;4;3;3;3;2;2;7;3;2;3;1;2;4;1;1;2;1;1;1;1;1;1;3;88;4;99;99;1;1;1;3;17;2;6;7;8;2;2;3;2
3534;171;3;4;4;4;4;3;2;2;4;3;1;3;1;3;5;1;2;1;2;2;1;1;2;1;3;88;2;8;99;1;1;2;3;38;3;8;7;8;2;1;5;2
3535;171;2;3;4;3;4;4;2;2;5;3;1;3;1;2;2;1;1;1;1;1;1;1;1;1;3;88;6;99;99;1;1;2;3;18;1;8;7;8;2;1;19;1
3536;171;3;3;1;4;4;5;2;2;6;3;1;5;1;2;3;1;1;2;1;1;1;1;2;1;3;88;2;6;99;1;2;2;2;39;1;6;7;8;2;1;19;2
3537;171;3;3;4;5;3;5;2;2;4;3;1;7;1;2;2;1;1;1;1;1;1;1;1;1;3;88;4;6;99;1;1;2;3;40;1;7;7;8;2;2;9;2
3538;171;1;3;1;5;1;3;2;2;5;3;1;3;1;2;2;1;1;1;1;1;1;1;1;1;3;88;2;4;99;1;1;2;3;29;1;8;6;8;2;1;12;2
3539;171;2;3;1;3;2;3;1;1;1;1;1;3;1;9;2;1;2;1;2;1;2;1;1;1;1;22:00;2;3;4;1;1;3;2;48;1;3;6;8;2;1;4;2
3540;171;3;3;2;3;2;3;2;2;4;3;2;2;1;5;1;2;1;2;1;2;1;1;1;1;1;21:00;1;2;3;1;1;2;3;20;2;6;6;8;2;1;19;2
3541;171;3;4;1;5;2;5;2;2;8;1;2;2;12;2;6;88;88;88;88;88;88;88;88;88;3;88;1;2;10;2;1;1;3;58;5;5;6;8;2;1;4;3
3542;171;3;3;1;3;1;5;2;2;2;3;2;1;1;5;1;1;2;2;1;1;1;1;1;1;1;20:30;1;2;3;1;2;2;2;17;2;5;6;8;2;1;18;2
3543;171;2;3;1;4;3;5;2;2;5;3;2;2;1;2;1;1;1;1;1;1;1;1;1;1;3;88;1;3;4;1;1;3;2;20;3;6;6;8;2;1;19;2
3544;171;3;4;1;5;2;4;2;2;6;1;2;2;1;3;3;1;1;1;1;1;1;1;1;1;1;19:00;2;3;4;1;1;2;3;33;3;6;6;8;2;1;19;2
3545;171;1;4;1;3;1;5;2;2;4;3;2;4;4;7;2;1;1;1;1;1;1;1;1;1;3;88;1;2;6;2;2;2;1;38;4;6;8;8;2;1;19;3
3546;171;2;2;1;5;1;5;2;2;2;1;2;4;12;11;6;88;88;88;88;88;88;88;88;88;3;88;2;3;4;2;2;2;1;60;5;4;6;8;2;1;19;2
3547;171;3;2;2;3;2;3;2;2;6;1;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;18:30;1;2;3;1;1;2;3;30;1;5;7;8;2;1;4;2
